Timestamp,Thrust,PWM
0.024,-7.3,0
0.112,-7.35,0
0.212,-7.35,0
0.31,-7.3,0
0.41,-7.35,0
0.509,-7.35,0
0.608,-7.4,0
0.708,-7.3,0
0.807,-7.35,0
0.906,-7.4,0
1.005,-7.3,0
1.105,-7.35,0
1.203,-7.35,0
1.303,-7.2,0
1.401,-7.25,0
1.501,-7.3,0
1.601,-7.35,0
1.701,-7.35,0
1.798,-7.35,0
1.9,-7.3,0
1.998,-7.35,0
2.098,-7.25,0
2.197,-7.25,0
2.297,-7.25,0
2.395,-7.25,0
2.495,-7.3,0
2.595,-7.35,0
2.693,-7.25,0
2.793,-7.4,0
2.893,-7.35,0
2.992,-7.35,0
3.091,-7.4,1
3.191,-7.35,4
3.289,-7.35,5
3.39,-7.3,6
3.487,-7.3,7
3.588,-7.25,8
3.687,-7.3,9
3.786,-7.25,10
3.886,-7.3,10
3.986,-9.1,11
4.085,-12.1,11
4.184,-7.35,11
4.284,-2.95,11
4.384,-1.05,12
4.482,-546,12
4.581,0,12
4.681,-0.45,12
4.779,-2.7,12
4.88,-1.85,12
4.978,-1.6,12
5.078,-0.85,12
5.176,-0.3,12
5.277,0,12
5.375,-0.15,12
5.475,-0.45,12
5.574,-0.2,13
5.673,0,13
5.773,0,13
5.873,0,14
5.972,0,14
6.07,0,14
6.171,0,15
6.269,0,16
6.369,0,16
6.469,0,17
6.568,0,17
6.666,0,17
6.767,0,17
6.865,0,17
6.965,0,17
7.065,0,17
7.164,0,17
7.262,0,17
7.363,0,17
7.461,0,17
7.561,0,17
7.66,0,17
7.76,0,17
7.859,0,17
7.959,0,17
8.058,0,17
8.157,0,17
8.257,0,17
8.355,0,17
8.455,0,17
8.554,0,17
8.654,0,17
8.753,0,17
8.853,0,17
8.951,0,18
9.051,0,18
9.15,0,19
9.249,0,19
9.349,0,20
9.449,0,20
9.548,0,21
9.647,0,21
9.747,0,21
9.846,0,21
9.945,0,21
10.045,0,21
10.144,0,21
10.243,0,21
10.343,0,21
10.442,0,21
10.541,0,21
10.641,0,21
10.741,0,21
10.839,0,21
10.94,0,21
11.038,0,21
11.137,0,21
11.237,0,21
11.336,0,21
11.435,0,21
11.535,0,21
11.634,0,19
11.732,0,16
11.833,0,15
11.932,0,13
12.031,0,12
12.131,-1.1,11
12.23,-1.9,9
12.329,-1.7,7
12.429,-2.75,4
12.528,-3.8,2
12.627,-3.95,1
12.726,-4.15,1
12.826,-4.55,1
12.925,-4.95,2
13.027,-4.7,2
13.124,-4.75,3
13.223,-4.7,3
13.322,-4.35,3
13.422,-5.5,6
13.521,-5.6,8
13.62,-5.55,9
13.72,-5.55,11
13.819,-6.6,13
13.919,-2.15,14
14.018,-0.4,15
14.117,0,16
14.216,0,17
14.316,0,18
14.415,0,19
14.514,0,19
14.614,0,19
14.713,0,20
14.811,0,20
14.911,0,21
15.012,0,22
15.11,0,23
15.21,0,24
15.309,0,24
15.408,0,26
15.511,0,28
15.607,0,29
15.706,0,29
15.806,0,30
15.905,0,30
16.004,0,30
16.104,0,30
16.203,0,30
16.303,0,30
16.402,0,31
16.501,0,31
16.6,0,31
16.701,0,31
16.799,0,32
16.898,0,32
16.998,0,32
17.097,0,34
17.196,0,35
17.296,0,35
17.395,0,35
17.494,0,35
17.594,0,35
17.693,0,35
17.792,0,35
17.892,0,35
17.992,0,35
18.09,0,35
18.19,0,35
18.292,0,35
18.388,0,37
18.488,0,38
18.587,0,39
18.686,0,39
18.786,0,39
18.885,0,39
18.985,0,39
19.084,0,39
19.183,0,39
19.282,0,39
19.382,0,40
19.482,0,40
19.58,0,40
19.68,0,40
19.779,0,40
19.878,0,40
19.978,0,40
20.088,0,40
20.177,0,40
20.276,0,40
20.375,0,40
20.474,0,40
20.574,0,40
20.673,0,40
20.772,0,40
20.872,0,40
20.971,0,40
21.07,0,39
21.17,0,38
21.269,0,38
21.368,0,38
21.468,0,38
21.568,0,37
21.666,0,36
21.768,0,35
21.864,0,33
21.965,0,31
22.064,0,28
22.166,0,26
22.263,0,23
22.362,0,22
22.461,0,22
22.56,0,22
22.66,0,22
22.759,0,22
22.859,0,22
22.956,0,20
23.057,0,19
23.156,0,18
23.255,0,18
23.355,0,18
23.454,0,18
23.553,0,18
23.653,0,18
23.752,0,18
23.851,0,18
23.951,0,18
