Timestamp,Message
08:11:55,"[08:11:55] AUTO SEND: start"
08:11:58,"[08:11:58] AUTO SEND: Power:1"
08:11:58,"[08:11:58] AUTO SEND: Power:2"
08:11:58,"[08:11:58] AUTO SEND: Power:3"
08:11:58,"[08:11:58] AUTO SEND: Power:4"
08:11:58,"[08:11:58] AUTO SEND: Power:5"
08:11:58,"[08:11:58] AUTO SEND: Power:6"
08:11:58,"[08:11:58] AUTO SEND: Power:7"
08:11:58,"[08:11:58] AUTO SEND: Power:8"
08:11:58,"[08:11:58] AUTO SEND: Power:9"
08:11:58,"[08:11:58] AUTO SEND: Power:10"
08:11:58,"[08:11:58] AUTO SEND: Power:11"
08:11:58,"[08:11:58] AUTO SEND: Power:12"
08:11:58,"[08:11:58] AUTO SEND: Power:11"
08:11:58,"[08:11:58] AUTO SEND: Power:10"
08:11:58,"[08:11:58] AUTO SEND: Power:9"
08:11:58,"[08:11:58] AUTO SEND: Power:8"
08:11:58,"[08:11:58] AUTO SEND: Power:7"
08:11:58,"[08:11:58] AUTO SEND: Power:6"
08:11:58,"[08:11:58] AUTO SEND: Power:5"
08:11:58,"[08:11:58] AUTO SEND: Power:4"
08:11:58,"[08:11:58] AUTO SEND: Power:3"
08:11:58,"[08:11:58] AUTO SEND: Power:2"
08:11:58,"[08:11:58] AUTO SEND: Power:1"
08:11:58,"[08:11:58] AUTO SEND: Power:0"
08:11:59,"[08:11:59] AUTO SEND: Power:1"
08:11:59,"[08:11:59] AUTO SEND: Power:2"
08:11:59,"[08:11:59] AUTO SEND: Power:3"
08:11:59,"[08:11:59] AUTO SEND: Power:4"
08:11:59,"[08:11:59] AUTO SEND: Power:5"
08:11:59,"[08:11:59] AUTO SEND: Power:6"
08:11:59,"[08:11:59] AUTO SEND: Power:7"
08:11:59,"[08:11:59] AUTO SEND: Power:8"
08:11:59,"[08:11:59] AUTO SEND: Power:9"
08:11:59,"[08:11:59] AUTO SEND: Power:10"
08:11:59,"[08:11:59] AUTO SEND: Power:11"
08:12:00,"[08:12:00] AUTO SEND: Power:12"
08:12:00,"[08:12:00] AUTO SEND: Power:13"
08:12:00,"[08:12:00] AUTO SEND: Power:12"
08:12:00,"[08:12:00] AUTO SEND: Power:11"
08:12:00,"[08:12:00] AUTO SEND: Power:10"
08:12:00,"[08:12:00] AUTO SEND: Power:9"
08:12:00,"[08:12:00] AUTO SEND: Power:8"
08:12:00,"[08:12:00] AUTO SEND: Power:7"
08:12:00,"[08:12:00] AUTO SEND: Power:6"
08:12:00,"[08:12:00] AUTO SEND: Power:5"
08:12:00,"[08:12:00] AUTO SEND: Power:4"
08:12:00,"[08:12:00] AUTO SEND: Power:3"
08:12:00,"[08:12:00] AUTO SEND: Power:2"
08:12:00,"[08:12:00] AUTO SEND: Power:1"
08:12:00,"[08:12:00] AUTO SEND: Power:0"
08:12:00,"[08:12:00] AUTO SEND: Power:1"
08:12:00,"[08:12:00] AUTO SEND: Power:2"
08:12:01,"[08:12:01] AUTO SEND: Power:3"
08:12:01,"[08:12:01] AUTO SEND: Power:4"
08:12:01,"[08:12:01] AUTO SEND: Power:5"
08:12:01,"[08:12:01] AUTO SEND: Power:6"
08:12:01,"[08:12:01] AUTO SEND: Power:7"
08:12:01,"[08:12:01] AUTO SEND: Power:8"
08:12:01,"[08:12:01] AUTO SEND: Power:9"
08:12:01,"[08:12:01] AUTO SEND: Power:10"
08:12:01,"[08:12:01] AUTO SEND: Power:11"
08:12:01,"[08:12:01] AUTO SEND: Power:12"
08:12:01,"[08:12:01] AUTO SEND: Power:13"
08:12:01,"[08:12:01] AUTO SEND: Power:14"
08:12:01,"[08:12:01] AUTO SEND: Power:13"
08:12:01,"[08:12:01] AUTO SEND: Power:12"
08:12:01,"[08:12:01] AUTO SEND: Power:11"
08:12:01,"[08:12:01] AUTO SEND: Power:10"
08:12:01,"[08:12:01] AUTO SEND: Power:9"
08:12:01,"[08:12:01] AUTO SEND: Power:8"
08:12:01,"[08:12:01] AUTO SEND: Power:7"
08:12:01,"[08:12:01] AUTO SEND: Power:6"
08:12:01,"[08:12:01] AUTO SEND: Power:5"
08:12:01,"[08:12:01] AUTO SEND: Power:4"
08:12:01,"[08:12:01] AUTO SEND: Power:2"
08:12:01,"[08:12:01] AUTO SEND: Power:1"
08:12:01,"[08:12:01] AUTO SEND: Power:0"
08:12:02,"[08:12:02] AUTO SEND: Power:1"
08:12:02,"[08:12:02] AUTO SEND: Power:2"
08:12:02,"[08:12:02] AUTO SEND: Power:3"
08:12:02,"[08:12:02] AUTO SEND: Power:4"
08:12:02,"[08:12:02] AUTO SEND: Power:5"
08:12:02,"[08:12:02] AUTO SEND: Power:6"
08:12:02,"[08:12:02] AUTO SEND: Power:7"
08:12:02,"[08:12:02] AUTO SEND: Power:8"
08:12:02,"[08:12:02] AUTO SEND: Power:9"
08:12:02,"[08:12:02] AUTO SEND: Power:10"
08:12:02,"[08:12:02] AUTO SEND: Power:11"
08:12:02,"[08:12:02] AUTO SEND: Power:12"
08:12:02,"[08:12:02] AUTO SEND: Power:13"
08:12:02,"[08:12:02] AUTO SEND: Power:14"
08:12:02,"[08:12:02] AUTO SEND: Power:13"
08:12:02,"[08:12:02] AUTO SEND: Power:12"
08:12:02,"[08:12:02] AUTO SEND: Power:11"
08:12:02,"[08:12:02] AUTO SEND: Power:10"
08:12:02,"[08:12:02] AUTO SEND: Power:9"
08:12:03,"[08:12:03] AUTO SEND: Power:8"
08:12:03,"[08:12:03] AUTO SEND: Power:7"
08:12:03,"[08:12:03] AUTO SEND: Power:6"
08:12:03,"[08:12:03] AUTO SEND: Power:5"
08:12:03,"[08:12:03] AUTO SEND: Power:4"
08:12:03,"[08:12:03] AUTO SEND: Power:3"
08:12:03,"[08:12:03] AUTO SEND: Power:2"
08:12:03,"[08:12:03] AUTO SEND: Power:1"
08:12:03,"[08:12:03] AUTO SEND: Power:0"
08:12:05,"[08:12:05] AUTO SEND: Power:1"
08:12:05,"[08:12:05] AUTO SEND: Power:2"
08:12:06,"[08:12:06] AUTO SEND: Power:3"
08:12:06,"[08:12:06] AUTO SEND: Power:4"
08:12:06,"[08:12:06] AUTO SEND: Power:5"
08:12:06,"[08:12:06] AUTO SEND: Power:6"
08:12:06,"[08:12:06] AUTO SEND: Power:7"
08:12:06,"[08:12:06] AUTO SEND: Power:8"
08:12:06,"[08:12:06] AUTO SEND: Power:9"
08:12:07,"[08:12:07] AUTO SEND: Power:10"
08:12:07,"[08:12:07] AUTO SEND: Power:11"
08:12:07,"[08:12:07] AUTO SEND: Power:12"
08:12:07,"[08:12:07] AUTO SEND: Power:13"
08:12:07,"[08:12:07] AUTO SEND: Power:14"
08:12:07,"[08:12:07] AUTO SEND: Power:15"
08:12:07,"[08:12:07] AUTO SEND: Power:16"
08:12:07,"[08:12:07] AUTO SEND: Power:17"
08:12:07,"[08:12:07] AUTO SEND: Power:18"
08:12:08,"[08:12:08] AUTO SEND: Power:19"
08:12:08,"[08:12:08] AUTO SEND: Power:20"
08:12:08,"[08:12:08] AUTO SEND: Power:21"
08:12:08,"[08:12:08] AUTO SEND: Power:22"
08:12:08,"[08:12:08] AUTO SEND: Power:23"
08:12:08,"[08:12:08] AUTO SEND: Power:24"
08:12:09,"[08:12:09] AUTO SEND: Power:25"
08:12:09,"[08:12:09] AUTO SEND: Power:26"
08:12:09,"[08:12:09] AUTO SEND: Power:27"
08:12:09,"[08:12:09] AUTO SEND: Power:28"
08:12:10,"[08:12:10] AUTO SEND: Power:29"
08:12:10,"[08:12:10] AUTO SEND: Power:30"
08:12:10,"[08:12:10] AUTO SEND: Power:31"
08:12:10,"[08:12:10] AUTO SEND: Power:32"
08:12:10,"[08:12:10] AUTO SEND: Power:33"
08:12:14,"[08:12:14] AUTO SEND: Power:32"
08:12:14,"[08:12:14] AUTO SEND: Power:31"
08:12:14,"[08:12:14] AUTO SEND: Power:30"
08:12:14,"[08:12:14] AUTO SEND: Power:29"
08:12:14,"[08:12:14] AUTO SEND: Power:28"
08:12:14,"[08:12:14] AUTO SEND: Power:27"
08:12:14,"[08:12:14] AUTO SEND: Power:26"
08:12:14,"[08:12:14] AUTO SEND: Power:25"
08:12:14,"[08:12:14] AUTO SEND: Power:24"
08:12:14,"[08:12:14] AUTO SEND: Power:23"
08:12:14,"[08:12:14] AUTO SEND: Power:22"
08:12:14,"[08:12:14] AUTO SEND: Power:21"
08:12:14,"[08:12:14] AUTO SEND: Power:20"
08:12:14,"[08:12:14] AUTO SEND: Power:19"
08:12:14,"[08:12:14] AUTO SEND: Power:18"
08:12:14,"[08:12:14] AUTO SEND: Power:17"
08:12:15,"[08:12:15] AUTO SEND: Power:16"
08:12:15,"[08:12:15] AUTO SEND: Power:15"
08:12:15,"[08:12:15] AUTO SEND: Power:14"
08:12:15,"[08:12:15] AUTO SEND: Power:13"
08:12:15,"[08:12:15] AUTO SEND: Power:12"
08:12:15,"[08:12:15] AUTO SEND: Power:11"
08:12:15,"[08:12:15] AUTO SEND: Power:10"
08:12:15,"[08:12:15] AUTO SEND: Power:9"
08:12:15,"[08:12:15] AUTO SEND: Power:8"
08:12:15,"[08:12:15] AUTO SEND: Power:7"
08:12:15,"[08:12:15] AUTO SEND: Power:6"
08:12:15,"[08:12:15] AUTO SEND: Power:5"
08:12:16,"[08:12:16] AUTO SEND: Power:6"
08:12:16,"[08:12:16] AUTO SEND: Power:7"
08:12:16,"[08:12:16] AUTO SEND: Power:8"
08:12:16,"[08:12:16] AUTO SEND: Power:9"
08:12:16,"[08:12:16] AUTO SEND: Power:10"
08:12:16,"[08:12:16] AUTO SEND: Power:11"
08:12:16,"[08:12:16] AUTO SEND: Power:12"
08:12:16,"[08:12:16] AUTO SEND: Power:13"
08:12:16,"[08:12:16] AUTO SEND: Power:14"
08:12:16,"[08:12:16] AUTO SEND: Power:15"
08:12:16,"[08:12:16] AUTO SEND: Power:16"
08:12:16,"[08:12:16] AUTO SEND: Power:17"
08:12:17,"[08:12:17] AUTO SEND: Power:18"
08:12:17,"[08:12:17] AUTO SEND: Power:19"
08:12:17,"[08:12:17] AUTO SEND: Power:20"
08:12:17,"[08:12:17] AUTO SEND: Power:21"
08:12:17,"[08:12:17] AUTO SEND: Power:22"
08:12:17,"[08:12:17] AUTO SEND: Power:23"
08:12:17,"[08:12:17] AUTO SEND: Power:24"
08:12:17,"[08:12:17] AUTO SEND: Power:25"
08:12:17,"[08:12:17] AUTO SEND: Power:26"
08:12:18,"[08:12:18] AUTO SEND: Power:27"
08:12:18,"[08:12:18] AUTO SEND: Power:28"
08:12:18,"[08:12:18] AUTO SEND: Power:27"
08:12:18,"[08:12:18] AUTO SEND: Power:26"
08:12:18,"[08:12:18] AUTO SEND: Power:25"
08:12:18,"[08:12:18] AUTO SEND: Power:24"
08:12:18,"[08:12:18] AUTO SEND: Power:23"
08:12:18,"[08:12:18] AUTO SEND: Power:22"
08:12:18,"[08:12:18] AUTO SEND: Power:20"
08:12:18,"[08:12:18] AUTO SEND: Power:19"
08:12:18,"[08:12:18] AUTO SEND: Power:18"
08:12:18,"[08:12:18] AUTO SEND: Power:17"
08:12:18,"[08:12:18] AUTO SEND: Power:16"
08:12:18,"[08:12:18] AUTO SEND: Power:15"
08:12:18,"[08:12:18] AUTO SEND: Power:14"
08:12:18,"[08:12:18] AUTO SEND: Power:13"
08:12:18,"[08:12:18] AUTO SEND: Power:12"
08:12:18,"[08:12:18] AUTO SEND: Power:11"
08:12:18,"[08:12:18] AUTO SEND: Power:10"
08:12:18,"[08:12:18] AUTO SEND: Power:9"
08:12:19,"[08:12:19] AUTO SEND: Power:8"
08:12:19,"[08:12:19] AUTO SEND: Power:7"
08:12:19,"[08:12:19] AUTO SEND: Power:6"
08:12:19,"[08:12:19] AUTO SEND: Power:5"
08:12:19,"[08:12:19] AUTO SEND: Power:4"
08:12:19,"[08:12:19] AUTO SEND: Power:3"
08:12:19,"[08:12:19] AUTO SEND: Power:4"
08:12:19,"[08:12:19] AUTO SEND: Power:5"
08:12:19,"[08:12:19] AUTO SEND: Power:6"
08:12:20,"[08:12:20] AUTO SEND: Power:7"
08:12:20,"[08:12:20] AUTO SEND: Power:8"
08:12:22,"[08:12:22] AUTO SEND: Power:9"
08:12:22,"[08:12:22] AUTO SEND: Power:10"
08:12:22,"[08:12:22] AUTO SEND: Power:11"
08:12:26,"[08:12:26] AUTO SEND: Power:10"
08:12:26,"[08:12:26] AUTO SEND: Power:9"
08:12:26,"[08:12:26] AUTO SEND: Power:8"
08:12:27,"[08:12:27] AUTO SEND: Power:7"
08:12:28,"[08:12:28] AUTO SEND: Power:6"
08:12:29,"[08:12:29] AUTO SEND: Power:7"
