Timestamp,Thrust,PWM
0.016,0,141
0.026,0,141
0.029,0,141
0.039,0,141
0.042,0,141
0.044,0,141
0.047,0,141
0.049,0,141
0.052,0,141
0.058,0,141
0.061,0,141
0.063,0,141
0.066,0,141
0.068,0,141
0.071,0,141
0.073,0,141
0.076,0,141
0.078,0,141
0.081,0,141
0.083,0,141
0.086,0,141
0.088,0,141
0.091,0,141
0.094,0,141
0.097,0,141
0.1,0,141
0.103,0,141
0.105,0,141
0.108,0,141
0.11,0,141
0.113,0,141
0.115,0,141
0.118,0,141
0.12,0,141
0.123,0,141
0.126,0,141
0.128,0,141
0.13,0,141
0.133,0,141
0.135,0,141
0.138,0,141
0.141,0,141
0.143,0,141
0.146,0,141
0.148,0,141
0.151,0,141
0.154,0,141
0.158,0,141
0.163,0,141
0.167,0,141
0.171,0,141
0.175,0,141
0.18,0,141
0.184,0,141
0.188,0,141
0.193,0,141
0.196,0,141
0.198,0,141
0.201,0,141
0.204,0,141
0.206,0,141
0.209,0,141
0.212,0,141
0.214,0,141
0.217,0,141
0.22,0,141
0.222,0,141
0.225,0,141
0.228,0,141
0.23,0,141
0.233,0,141
0.236,0,141
0.241,0,141
0.245,0,141
0.248,0,141
0.251,0,141
0.254,0,141
0.257,0,141
0.26,0,141
0.263,0,141
0.266,0,141
0.269,0,141
0.272,0,141
0.274,0,141
0.277,0,141
0.28,0,141
0.282,0,141
0.285,0,141
0.288,0,141
0.29,0,141
0.293,0,141
0.296,0,141
0.299,0,141
0.301,0,141
0.304,0,141
0.307,0,141
0.309,0,141
0.312,0,141
0.315,0,141
0.318,0,141
0.32,0,141
0.323,0,141
0.326,0,141
0.328,0,141
0.331,0,141
0.334,0,141
0.336,0,141
0.339,0,141
0.342,0,141
0.345,0,141
0.347,0,141
0.35,0,141
0.353,0,141
0.356,0,141
0.358,0,141
0.361,0,141
0.364,0,141
0.366,0,141
0.369,0,141
0.372,0,141
0.375,0,141
0.378,0,141
0.38,0,141
0.383,0,141
0.386,0,141
0.389,0,141
0.392,0,141
0.394,0,141
0.397,0,141
0.4,0,141
0.403,0,141
0.405,0,141
0.408,0,141
0.411,0,141
0.414,0,141
0.417,0,141
0.42,0,141
0.422,0,141
0.425,0,141
0.428,0,141
0.431,0,141
0.434,0,141
0.437,0,141
0.441,0,141
0.443,0,141
0.447,0,141
0.45,0,141
0.453,0,141
0.456,0,141
0.459,0,141
0.462,0,141
0.465,0,141
0.468,0,141
0.47,0,141
0.473,0,141
0.476,0,141
0.479,0,141
0.482,0,141
0.485,0,141
0.487,0,141
0.49,0,141
0.493,0,141
0.496,0,141
0.499,0,141
0.502,0,141
0.504,0,141
0.507,0,141
0.51,0,141
0.513,0,141
0.516,0,141
0.519,0,141
0.522,0,141
0.525,0,141
0.528,0,141
0.53,0,141
0.534,0,141
0.537,0,141
0.54,0,141
0.544,0,141
0.547,0,141
0.55,0,141
0.553,0,141
0.557,0,141
0.56,0,141
0.563,0,141
0.567,0,141
0.57,0,141
0.573,0,141
0.575,0,141
0.578,0,141
0.581,0,141
0.584,0,141
0.587,0,141
0.59,0,141
0.593,0,141
0.596,0,141
0.599,0,141
0.602,0,141
0.605,0,141
0.608,0,141
0.611,0,141
0.614,0,141
0.617,0,141
0.619,0,141
0.622,0,141
