Timestamp,Thrust,PWM
14.401,25.1,45
14.5,25.05,45
14.6,25.05,45
14.699,25.1,45
14.798,25.05,45
14.897,25,45
14.997,25.05,45
15.096,25.05,45
15.195,25.05,45
15.294,25,45
15.393,25,45
15.494,25,45
15.592,25.05,45
15.691,25.05,45
15.79,25.05,45
15.89,25.05,45
15.989,25.15,45
16.088,25.2,45
16.187,25,45
16.286,25,45
16.386,25,45
16.486,25.05,45
16.585,25.05,45
16.684,25.1,45
16.783,25.2,45
16.882,25.1,45
16.982,25.2,45
17.081,25.15,45
17.179,25,45
17.278,25,45
17.378,25,45
17.478,25.1,45
17.576,25.1,45
17.676,25.1,45
17.774,25.05,45
17.875,25.1,45
17.974,25.15,45
18.072,25.15,45
18.171,25.05,45
18.271,25.05,45
18.37,25.05,45
18.469,25,45
18.569,25,45
18.668,25.15,45
18.768,25.2,45
18.867,25.15,45
18.965,25,45
19.065,25,45
19.163,25.1,45
19.262,25.05,45
19.362,25,45
19.462,25.05,45
19.56,25.1,45
19.661,25.25,45
19.759,25.2,45
19.858,25.05,45
19.959,24.9,45
20.068,24.9,45
20.158,25,45
20.255,25.05,45
20.354,25.1,45
20.452,25.15,45
20.552,25.05,45
20.652,24.95,45
20.752,25,45
20.85,25.15,45
20.95,25.15,45
21.049,25.05,45
21.149,25,45
21.248,25.05,45
21.347,25.05,45
21.445,25.05,45
21.546,25.1,45
21.645,24.95,45
21.743,24.95,45
21.842,25.1,45
21.941,25.05,45
22.041,25,45
22.141,25,45
22.241,25.15,45
22.339,25.15,45
22.438,25,45
22.538,24.95,45
22.637,25,45
22.735,25,45
22.835,24.95,45
22.933,24.95,45
23.035,25.05,45
23.132,25.1,45
23.232,25,45
23.331,25.05,45
23.43,25,45
23.53,24.9,45
23.629,24.9,45
23.728,24.85,45
23.827,24.95,45
23.928,24.95,45
24.027,25.05,45
24.125,25.1,45
24.224,25.05,45
24.323,25,45
24.423,24.95,45
24.522,25,45
24.621,25,45
24.72,24.95,45
24.819,25,45
24.92,24.9,45
25.019,24.95,45
25.118,24.9,45
25.216,24.85,45
25.317,25,45
25.415,25,45
25.514,24.9,45
25.613,25.05,45
25.712,25.1,45
25.812,25,45
25.911,25.1,45
26.01,25.05,45
26.109,24.95,45
26.208,24.95,45
26.308,25.05,45
26.407,25.1,45
26.506,25.1,45
26.605,25.1,45
26.704,25.1,45
26.804,25.05,45
26.903,25.1,45
27.002,25.1,45
27.102,25.05,45
27.201,25,45
27.3,25.15,45
27.399,25.05,45
27.498,25.05,45
27.597,25,45
27.697,25.05,45
27.796,25,45
27.896,24.95,45
27.994,25,45
28.093,25,45
28.194,25,45
28.292,25.05,45
28.392,25.1,45
28.49,25.1,45
28.59,25.1,45
28.689,25.05,45
28.789,25.1,45
28.887,24.95,45
28.987,25,45
29.087,24.95,45
29.185,25,45
29.285,25,45
29.384,24.9,45
29.483,24.95,45
29.583,24.95,45
29.681,24.9,45
29.78,25.15,45
29.88,25.05,45
29.982,25,45
30.078,24.95,45
30.178,24.9,45
30.275,24.9,45
30.376,25.05,45
30.475,25.1,45
30.573,25.05,45
30.673,24.95,45
30.772,25,45
30.871,24.85,45
30.971,24.95,45
31.07,24.95,45
31.17,24.95,45
31.268,25.05,45
31.368,25,45
31.468,24.95,45
31.566,24.95,45
31.666,25.15,45
31.764,25.05,45
31.865,25.05,45
31.964,25.05,45
32.063,25,45
32.162,24.95,45
32.262,24.9,45
32.361,25.1,45
32.46,25.05,45
32.559,25,45
32.658,25,45
32.758,25.1,45
32.857,25.05,45
32.956,25.05,45
33.055,25.2,45
33.153,25.1,45
33.254,25.05,45
33.353,25.15,45
33.452,25.25,45
33.552,25.2,45
33.65,25.1,45
33.75,25.1,45
33.85,25.1,45
33.948,25.15,45
34.047,25.15,45
34.147,25.1,45
34.246,25.15,45
34.346,25.1,45
34.444,25.1,45
34.544,25.15,45
34.643,25.2,45
34.742,24.95,45
34.839,25,45
34.94,25.05,45
35.04,25,45
35.139,25.1,45
35.238,25.15,45
35.338,25.05,45
35.436,25,45
35.536,25.15,45
35.635,25.1,45
35.734,25.05,45
35.833,25.1,45
35.932,25.05,45
36.032,25.05,45
36.132,25.1,45
36.231,25.2,45
36.329,25.2,45
36.429,25.05,45
36.529,25.15,45
36.627,25.1,45
36.726,25.15,45
36.825,25.05,45
36.925,25.05,45
37.024,25.2,45
37.123,25,45
37.223,25,45
37.321,25.05,45
37.421,25.1,45
37.521,25.25,45
37.62,25.2,45
37.718,25.2,45
37.818,25.2,45
37.917,25.1,45
38.017,25.2,45
38.116,25.15,45
38.215,25.15,45
38.314,25.15,45
38.414,25.3,45
38.512,25.2,45
38.611,24.95,45
38.71,25,45
38.81,25.05,45
38.91,25.1,45
39.009,25.25,45
39.105,25.15,45
39.206,25.05,45
39.306,25.1,45
39.405,25.2,45
39.505,25.2,45
39.602,25.1,45
39.703,25.05,45
39.803,25.2,45
39.902,25.15,45
40,25.25,45
40.099,25.15,45
40.199,25.2,45
40.298,25.15,45
40.396,25.2,45
40.497,25.25,45
40.596,25.15,45
40.695,25.1,45
40.795,25.25,45
40.894,25.3,45
40.994,25.3,45
41.093,25.25,45
41.192,25.15,45
41.29,25.15,45
41.389,25.25,45
41.489,25.25,45
41.588,25.1,45
41.688,25.05,45
41.786,25.15,45
41.885,25.1,45
41.985,25.05,45
42.085,25.2,45
42.184,25.35,45
42.282,25.1,45
42.382,25.1,45
42.482,25.15,45
42.581,25.2,45
42.68,25.15,45
42.779,25.05,45
42.878,25.1,45
42.978,25.2,45
43.077,25.2,45
43.176,25.15,45
43.275,25.1,45
43.374,25,45
43.474,25.05,45
43.573,25,45
43.672,25.1,45
43.77,25.05,45
43.871,25.1,45
43.97,25.15,45
44.069,25.1,45
44.168,25.2,45
44.267,25.3,45
44.367,25.25,45
