Timestamp,Thrust,PWM
0.084,0,45
0.172,0,45
0.27,0,45
0.37,0,45
0.469,0,45
0.568,0,45
0.668,0,45
0.767,0,45
0.866,0,45
0.964,0,45
1.063,0,45
1.163,0,45
1.262,0,45
1.362,0,45
1.461,0,45
1.56,0,45
1.659,0,45
1.758,0,45
1.857,0,45
1.956,0,45
2.055,0,45
2.154,0,45
2.255,0,45
2.354,0,45
2.452,0,45
2.551,0,45
2.651,0,45
2.75,0,45
2.849,0,45
2.948,0,45
3.047,0,45
3.147,0,45
3.246,0,45
3.345,0,45
3.444,0,45
3.543,0,45
3.642,0,45
3.741,0,45
3.84,0,45
3.939,0,45
4.04,0,45
4.139,0,45
4.237,0,45
4.337,0,45
4.436,0,45
4.535,0,45
4.634,0,45
4.733,0,45
4.832,0,45
4.932,0,45
5.031,0,45
5.13,0,45
5.228,0,45
5.326,0,45
5.427,0,45
5.525,0,45
5.626,0,45
5.724,0,45
5.823,0,45
5.923,0,45
6.023,0,45
6.121,0,45
6.22,0,45
6.319,0,45
6.419,0,45
6.517,0,45
6.616,0,45
6.715,0,45
6.816,0,45
6.915,0,45
7.014,0,45
7.112,0,45
7.212,0,45
7.311,0,45
7.41,0,45
7.51,0,45
7.609,0,45
7.708,0,45
7.808,0,45
7.906,0,45
8.005,0,45
8.105,0,45
8.204,0,45
8.303,0,45
8.402,0,45
8.501,0,45
8.601,0,45
8.7,0,45
8.799,0,45
8.899,0,45
8.997,0,45
9.096,0,45
9.196,0,45
9.294,0,45
9.394,0,45
9.493,0,45
9.592,0,45
9.691,0,45
9.789,0,45
9.889,0,45
9.989,0,45
10.088,0,45
10.188,0,45
10.287,0,45
10.385,0,45
10.484,0,45
10.584,0,45
10.682,0,45
10.782,0,45
10.88,0,45
10.98,0,45
11.08,0,45
11.18,0,45
11.278,0,45
11.377,0,45
11.477,0,1
11.575,0,2
11.674,0,3
11.774,0,4
11.873,0,5
11.971,0,5
12.072,0,6
12.171,0,6
12.27,0,7
12.369,0,9
12.468,0,10
12.568,0,10
12.665,0,10
12.765,0,10
12.864,0,10
12.964,0,10
13.063,0.05,11
13.162,0,11
13.261,0,11
13.36,0,11
13.46,0,11
13.558,0,11
13.658,0,11
13.757,0,11
13.857,0,11
13.956,0,11
14.055,0,12
14.154,0,12
14.253,0,12
14.352,0,12
14.451,0,13
14.55,0,13
14.649,0,13
14.748,0,13
14.848,0,13
14.947,0,13
15.046,0,13
15.145,0,13
15.245,0,13
15.343,0,13
15.443,0.05,14
15.542,0.3,14
15.641,1.15,15
15.741,1.5,15
15.84,1.05,15
15.939,0.85,16
16.038,0.95,16
16.137,1.15,16
16.236,1,16
16.335,0.9,16
16.434,0.95,16
16.533,1.1,16
16.633,1.05,16
16.747,0.85,16
16.831,0.8,17
16.931,1.2,17
17.03,1.55,17
17.129,1.4,18
17.227,1.3,18
17.326,1.45,18
17.426,2.05,19
17.526,2.1,19
17.625,2,19
17.724,2.2,20
17.823,1.9,20
17.922,2.05,20
18.021,3,20
18.12,3.35,20
18.219,3,20
18.319,3,20
18.418,3.2,20
18.517,3.05,20
18.617,3.25,20
18.715,3.75,20
18.815,3.65,20
18.913,3.8,20
19.013,3.65,20
19.111,3.3,20
19.212,3.2,20
19.31,3.15,20
